USERNAME,EMAIL,ACCOUNT_NAME,ACCOUNT_ID,ACCOUNT_LEVEL,WINS,LOSSES,LEAGUE_POINTS,RANK,TIER,ROLE,SCHEDULE_TIME_START,SCHEDULE_TIME_END,EXTRAVERSION,AGREEABLENESS,CONSCIENTIOUSNESS,NEUROTICISM,OPENNESS,CLUSTER
,,,,118,187,154,86,3,6,2,18,19,4,3,4,2,2,198
,,,,697,57,42,1,2,5,4,15,16,2,2,2,2,2,695
,,,,289,56,30,67,3,8,2,13,17,1,3,1,2,2,193
,,,,47,160,127,33,1,0,3,22,1,3,1,4,4,2,85
,,,,286,60,48,5,0,8,0,3,5,4,4,4,2,1,602
,,,,223,115,106,33,2,2,2,4,6,1,3,3,1,4,251
,,,,602,129,94,12,0,2,4,23,1,1,2,3,4,1,828
,,,,508,51,31,54,2,4,1,17,21,1,1,3,3,1,755
,,,,129,172,118,3,3,8,4,19,20,4,3,1,1,3,579
,,,,208,119,78,198,3,0,1,10,12,1,3,4,3,1,701
,,,,305,122,89,6,1,0,1,7,10,4,4,2,2,4,895
,,,,168,27,19,1,2,7,0,18,22,4,2,3,1,2,940
,,,,655,192,165,51,3,0,1,13,15,4,4,3,3,1,794
,,,,54,125,83,14,1,0,2,20,22,1,3,2,2,2,111
,,,,114,249,223,53,2,4,2,11,15,2,2,4,1,2,428
,,,,224,366,329,189,3,2,2,21,22,4,1,4,3,3,960
,,,,223,176,126,188,2,5,2,3,6,2,3,2,4,3,776
,,,,555,369,369,78,1,3,1,2,3,3,1,2,2,4,258
,,,,568,534,496,13,1,6,4,9,10,3,1,1,3,1,181
,,,,339,158,94,279,1,1,3,14,16,1,2,4,4,3,839
,,,,217,81,84,39,0,0,1,19,22,3,1,1,3,1,967
,,,,190,111,91,1,0,4,3,22,0,3,3,1,1,1,167
,,,,473,510,461,63,0,1,3,9,10,4,1,1,4,3,811
,,,,504,296,261,84,0,8,4,14,16,3,1,1,4,3,1194
,,,,509,242,214,91,0,8,1,17,20,3,4,1,1,3,494
,,,,277,236,209,101,2,6,1,16,20,3,1,3,2,1,368
,,,,551,115,84,96,0,2,4,1,4,4,3,4,4,2,170
,,,,655,102,88,249,3,0,2,2,6,4,2,3,1,4,414
,,,,193,100,100,49,1,3,0,17,18,3,4,3,3,2,802
,,,,364,89,55,1,3,0,1,18,19,1,3,4,2,1,701
,,,,378,267,220,255,2,0,3,3,6,1,1,3,4,1,636
,,,,132,199,194,246,0,0,0,21,23,2,1,3,1,1,1013
,,,,99,256,250,34,2,3,4,8,10,2,1,1,1,3,605
,,,,307,289,269,51,1,3,0,14,15,2,2,4,2,3,388
,,,,628,118,121,54,2,5,2,12,15,4,2,1,2,1,909
,,,,236,238,202,88,1,4,3,13,14,2,1,1,1,4,364
,,,,698,166,144,17,3,6,4,7,10,1,1,2,1,1,238
,,,,283,152,98,7,2,6,3,11,14,2,4,2,2,2,97
,,,,214,93,75,1,3,0,3,12,15,1,3,4,2,4,519
,,,,391,577,515,1109,0,0,1,3,7,2,3,3,4,4,334
,,,,461,176,106,1071,3,8,3,13,17,3,1,3,3,2,316
,,,,216,250,186,1139,2,2,3,14,15,1,2,3,1,1,807
,,,,105,191,132,790,3,3,4,7,8,2,1,4,1,4,410
,,,,237,178,135,874,2,5,2,18,22,2,2,3,2,2,525
,,,,370,199,156,872,2,1,1,9,13,2,4,4,2,2,1089
,,,,65,195,146,796,1,8,4,14,15,2,1,3,2,1,555
,,,,683,287,225,1253,2,7,3,5,6,3,3,4,4,3,1035
,,,,505,466,425,909,1,7,4,18,20,1,1,3,2,3,670
,,,,419,646,600,853,3,4,0,8,9,4,3,4,3,2,96
,,,,340,125,69,1102,0,3,2,8,11,2,2,2,2,3,190
,,,,373,322,283,945,1,6,4,2,5,1,2,3,2,1,1121
,,,,575,397,352,902,2,7,2,14,16,2,2,3,1,1,916
,,,,581,167,134,20,2,6,1,0,3,4,4,1,3,3,1162
,,,,326,76,53,10,3,5,2,17,18,3,3,1,3,2,623
,,,,267,67,36,16,1,8,2,12,14,4,3,2,3,2,883
,,,,415,160,107,97,1,8,1,8,12,4,1,2,1,3,33
,,,,115,259,231,44,1,1,4,17,19,1,3,3,2,2,437
,,,,12,302,290,60,2,7,2,10,14,4,4,3,4,2,787
,,,,150,236,196,55,2,7,3,5,8,4,1,4,1,1,1066
,,,,282,162,108,44,3,8,4,5,7,3,1,4,2,2,1060
,,,,109,65,47,8,3,1,0,4,5,1,1,2,2,3,304
,,,,84,139,110,86,2,4,1,21,22,3,2,1,2,1,508
,,,,11,63,37,1,3,8,2,21,1,2,4,1,3,1,563
,,,,356,137,117,1,0,5,1,20,21,3,2,3,4,2,1165
,,,,181,227,204,107,2,8,0,3,6,1,4,1,2,3,509
,,,,562,284,283,92,1,6,1,5,8,2,1,3,2,3,725
,,,,173,411,371,0,1,6,1,22,23,3,4,4,3,3,907
,,,,216,358,318,79,2,2,4,9,11,3,4,4,1,3,991
,,,,498,144,120,30,2,3,2,13,14,4,3,1,1,1,1236
,,,,298,271,202,16,1,5,0,12,14,3,1,4,3,4,266
,,,,45,73,52,0,2,6,3,12,16,3,1,2,3,4,518
,,,,564,106,58,1,3,7,1,15,18,2,3,4,3,3,559
,,,,130,105,89,131,0,7,2,20,21,1,4,3,1,4,127
,,,,650,187,176,11,3,5,0,23,3,3,3,1,2,4,858
,,,,432,91,75,42,0,4,2,15,19,2,2,3,3,1,654
,,,,89,87,66,140,2,0,4,19,20,4,3,3,4,4,750
,,,,304,225,226,1,1,6,2,4,5,2,2,2,4,1,788
,,,,637,401,385,173,0,1,3,5,8,4,4,2,4,2,355
,,,,478,57,49,0,1,4,1,15,18,1,1,3,2,4,552
,,,,297,432,380,0,3,0,4,4,5,4,1,1,1,2,1036
,,,,229,102,97,160,1,8,3,1,5,2,3,4,3,4,745
,,,,266,40,42,103,3,4,4,4,7,1,2,2,4,1,1092
,,,,419,355,334,0,3,0,0,4,5,4,3,4,3,4,411
,,,,225,78,53,0,0,2,1,8,11,1,2,3,1,4,1208
,,,,450,307,246,69,3,1,3,21,0,1,2,3,4,1,1250
,,,,602,150,140,1,2,3,0,20,22,2,1,4,1,4,548
,,,,224,365,324,58,2,4,2,7,11,3,3,4,1,3,73
,,,,477,460,428,1,0,4,1,1,3,2,3,1,4,4,765
,,,,251,209,189,1,1,4,3,4,8,1,2,2,3,2,1090
,,,,52,189,133,96,0,1,2,21,22,4,1,1,2,3,1069
,,,,216,419,343,50,3,1,1,9,10,2,4,4,2,2,1089
,,,,642,134,98,1,2,2,2,22,23,2,2,1,3,3,615
,,,,372,51,41,0,0,2,0,14,17,4,3,1,4,3,969
,,,,308,59,49,1,0,6,4,19,22,3,2,3,4,1,569
,,,,690,30,19,126,3,4,0,6,8,3,2,3,4,1,78
,,,,89,134,89,143,3,4,3,21,22,3,3,1,1,1,849
,,,,188,283,234,133,0,2,2,17,19,1,4,4,1,4,576
,,,,565,199,138,154,0,0,0,18,22,2,4,2,3,4,375
,,,,111,112,59,107,0,2,1,6,7,2,1,1,1,1,914
,,,,422,122,86,13,0,6,3,13,16,1,2,4,3,4,549
,,,,602,133,125,58,1,5,0,8,10,4,1,3,1,3,1115
,,,,145,160,131,1,2,8,0,4,6,2,4,2,4,3,716
,,,,286,59,39,0,0,8,3,17,21,4,1,2,1,3,1054
,,,,466,258,221,1,1,8,0,16,20,3,4,2,3,3,1107
,,,,107,349,337,12,0,2,1,19,21,2,1,3,3,3,704
,,,,325,154,118,14,1,4,0,0,4,2,1,1,2,4,1173
,,,,367,195,150,121,0,6,1,21,0,4,1,3,1,3,9
,,,,109,124,104,0,3,7,1,7,11,2,1,3,3,2,1110
,,,,665,47,31,1,2,6,4,19,22,3,3,4,4,3,353
,,,,289,272,211,1,0,4,4,21,1,3,3,2,4,2,1102
,,,,234,148,112,1,1,3,3,14,17,4,2,2,1,1,354
,,,,143,235,180,0,2,2,1,15,19,2,1,2,3,4,422
,,,,58,196,172,66,3,2,2,2,6,1,1,4,1,3,304
,,,,338,291,277,1,0,2,3,12,14,3,1,2,2,4,1105
,,,,630,117,94,106,2,0,1,9,13,2,2,4,1,2,836
,,,,17,145,122,43,2,2,0,8,11,1,1,2,3,1,1167
,,,,427,62,33,12,2,6,3,5,9,1,2,2,2,3,1116
,,,,131,181,153,4,2,1,1,19,22,3,3,2,3,3,1231
,,,,665,164,142,1,0,5,2,14,15,1,1,3,4,2,943
,,,,11,167,152,74,1,3,1,6,8,4,3,4,4,1,416
,,,,551,135,129,50,0,2,3,14,15,4,4,2,3,1,1071
,,,,680,175,157,1,3,7,1,21,23,1,3,1,2,3,800
,,,,173,88,90,1,2,1,0,16,17,2,4,1,2,3,421
,,,,640,112,65,79,3,4,4,8,10,4,3,2,1,4,414
,,,,569,98,64,228,3,8,0,10,13,1,4,4,1,2,958
,,,,621,69,39,28,2,0,0,16,17,3,3,3,3,4,818
,,,,313,106,78,65,2,8,2,18,19,2,4,1,3,2,193
,,,,199,401,319,271,3,5,4,13,14,1,4,2,2,3,719
,,,,319,156,106,122,3,5,3,4,6,1,2,2,4,3,587
,,,,186,196,134,0,1,2,3,23,1,1,2,1,1,4,466
,,,,305,98,87,0,0,5,1,17,18,2,1,1,4,2,547
,,,,131,136,119,0,0,6,3,13,17,1,4,3,3,3,322
,,,,634,87,67,58,1,0,3,4,8,3,3,3,2,1,921
,,,,293,176,111,262,3,5,0,6,10,4,1,3,1,4,1119
,,,,201,290,293,1,2,5,3,8,12,1,3,3,2,4,291
,,,,304,554,535,17,0,4,0,20,21,4,4,1,1,4,1196
,,,,655,500,466,1,0,5,1,23,1,1,2,1,4,1,1239
,,,,149,236,243,1,3,0,3,20,0,4,1,3,1,4,386
,,,,247,263,252,1,3,7,0,5,8,4,4,3,1,2,1112
,,,,166,100,86,263,3,7,0,18,19,2,4,3,1,4,211
,,,,389,143,97,81,3,6,1,11,14,2,2,2,2,4,939
,,,,192,119,92,163,1,7,4,18,19,2,3,4,1,2,650
,,,,599,284,252,223,1,5,4,14,18,4,3,4,2,2,523
,,,,67,89,52,156,0,3,0,23,3,2,1,2,1,1,611
,,,,109,191,142,28,2,8,0,6,7,4,1,2,1,4,925
,,,,212,274,237,0,3,8,2,10,13,2,4,2,1,2,698
,,,,348,33,29,0,3,7,2,8,11,4,4,2,3,3,55
,,,,19,147,105,52,0,4,2,4,7,2,3,2,4,4,272
,,,,508,239,199,125,2,7,1,4,8,1,1,4,4,3,1220
,,,,591,76,60,85,3,5,2,10,13,4,2,3,1,3,30
,,,,38,171,152,30,1,6,1,4,5,2,1,4,3,3,1180
,,,,678,78,58,75,1,0,0,12,13,3,1,4,1,3,978
,,,,550,46,42,30,3,0,1,19,21,2,1,3,3,4,362
,,,,10,188,148,196,0,4,2,16,19,1,3,3,1,4,576
,,,,602,143,117,44,2,4,4,7,11,4,4,3,1,2,558
,,,,438,108,84,24,0,4,0,15,19,1,1,2,3,1,83
,,,,665,89,63,1,3,3,2,12,14,4,4,3,4,3,1067
,,,,586,76,48,45,0,0,3,16,19,4,4,4,1,2,71
,,,,427,284,260,34,2,2,2,13,15,1,2,2,1,2,477
,,,,445,130,99,169,0,0,3,0,2,1,2,2,3,4,408
,,,,381,103,57,192,3,8,1,0,2,2,1,3,2,4,440
,,,,114,159,95,145,1,1,4,17,20,1,4,1,3,1,830
,,,,278,148,141,17,3,5,0,18,19,1,3,3,1,2,65
,,,,323,188,150,137,2,5,0,14,15,2,4,3,1,3,211
,,,,435,121,100,24,1,0,3,13,14,1,2,1,3,4,727
,,,,188,233,212,10,0,8,1,14,17,1,1,3,2,1,474
,,,,37,110,58,137,1,0,0,13,16,1,3,2,4,4,866
,,,,197,378,353,14,1,0,1,6,10,2,2,4,4,1,1125
,,,,124,193,105,25,2,8,3,11,15,2,2,4,4,3,276
,,,,288,125,98,30,2,2,4,0,1,3,3,3,2,4,904
,,,,489,223,192,0,0,7,3,10,13,3,4,4,4,3,315
,,,,529,208,210,0,1,3,4,9,12,2,3,2,4,1,980
,,,,381,74,39,1,2,8,0,14,15,2,4,4,4,4,814
,,,,174,478,461,15,1,1,0,16,17,2,4,2,1,4,1117
,,,,618,103,76,147,0,8,3,11,14,1,4,2,2,4,189
,,,,382,294,305,86,1,0,3,9,13,1,1,4,2,4,101
,,,,424,459,451,15,1,3,0,10,14,1,1,4,2,2,83
,,,,611,105,84,103,3,2,4,18,20,4,3,3,1,2,661
,,,,444,172,139,1,3,8,1,18,21,3,1,3,3,4,720
,,,,277,32,25,20,1,6,2,13,16,4,4,4,3,3,907
,,,,106,355,316,1,1,4,1,14,15,4,1,4,3,3,616
,,,,46,303,250,95,0,4,4,6,9,3,1,4,2,4,93
,,,,276,181,184,139,0,8,0,7,8,2,3,3,1,3,1134
,,,,477,300,258,79,0,7,0,21,23,1,1,1,3,1,547
,,,,244,124,95,18,1,7,1,14,15,2,2,1,3,3,193
,,,,16,99,91,195,2,3,2,0,4,2,4,3,3,1,163
,,,,221,149,131,203,2,7,2,17,19,4,1,1,3,3,518
,,,,621,74,65,1,2,0,4,9,10,2,1,2,1,1,214
,,,,199,140,130,247,2,0,0,9,11,4,1,2,1,3,702
,,,,151,348,348,119,2,4,2,0,3,1,2,2,4,3,587
,,,,554,39,35,26,1,2,0,3,4,2,4,3,4,3,197
,,,,107,91,65,82,3,4,4,10,11,4,3,1,2,3,550
,,,,9,99,67,89,1,6,1,18,22,3,1,4,1,2,1216
,,,,77,31,27,1,3,0,0,3,6,4,1,1,3,1,1028
,,,,427,184,153,26,2,5,2,21,23,1,4,4,2,1,556
,,,,135,105,71,1,0,8,0,3,5,4,4,1,2,1,348
,,,,597,37,12,26,2,6,1,23,2,4,1,4,1,4,652
,,,,204,139,104,97,0,2,0,8,11,1,4,2,2,4,301
,,,,400,235,191,79,1,2,2,5,7,3,4,2,2,2,80
,,,,118,200,173,29,2,4,0,10,12,4,2,4,4,2,416
,,,,221,90,49,59,3,5,2,20,22,3,1,3,1,1,526
,,,,509,252,217,0,0,6,0,15,16,4,2,2,3,4,827
,,,,322,116,93,0,3,1,2,8,9,3,4,1,3,1,64
,,,,347,47,19,136,2,5,4,8,12,2,4,2,3,2,1015
,,,,422,213,147,155,3,6,0,10,12,4,3,2,3,3,560
,,,,353,170,130,86,1,0,0,20,0,3,1,2,2,2,1091
,,,,115,139,122,20,3,5,0,9,12,3,1,4,3,2,1110
,,,,633,289,241,37,3,6,3,23,1,1,2,1,2,1,1043
,,,,12,239,171,145,0,2,2,1,4,1,3,1,1,3,590
,,,,552,276,229,27,2,8,1,18,22,2,1,4,2,3,372
,,,,18,262,228,1,3,4,0,21,0,1,4,2,4,4,706
,,,,613,198,170,48,3,7,2,2,4,4,4,4,4,1,215
,,,,86,144,100,16,3,2,1,15,17,3,1,2,2,4,700
,,,,167,160,144,35,0,1,4,18,19,1,1,4,4,2,1213
,,,,329,31,17,18,1,8,2,2,3,2,2,3,4,1,869
,,,,18,81,76,1,1,5,4,7,10,4,3,2,3,4,715
,,,,143,74,50,0,1,5,0,12,15,4,2,1,2,2,130
,,,,622,116,70,20,2,5,2,10,12,4,3,2,4,2,909
,,,,629,119,95,34,2,5,2,10,12,2,3,3,3,1,31
,,,,655,188,164,53,2,4,0,8,11,2,1,3,3,4,1232
,,,,537,15,7,0,3,5,0,19,23,1,1,1,1,3,800
,,,,250,113,76,1,0,1,2,19,22,4,4,2,1,3,1196
,,,,330,227,199,243,0,2,1,16,17,3,2,3,2,1,654
,,,,57,169,137,1,1,1,0,0,4,4,4,3,1,1,1181
,,,,145,160,80,0,3,1,2,6,9,1,3,3,2,3,195
,,,,604,383,375,0,2,2,3,19,20,3,2,1,3,3,1193
,,,,643,82,52,161,0,7,3,7,11,4,4,3,1,4,435
,,,,593,385,371,32,2,7,3,1,4,4,2,1,2,4,308
,,,,277,204,164,184,0,6,1,14,18,1,4,2,4,4,1106
,,,,495,302,279,284,1,4,1,1,5,3,1,1,2,4,258
,,,,495,142,80,162,0,5,1,9,13,1,4,4,3,2,578
,,,,244,230,198,110,2,3,0,12,15,2,4,1,1,1,638
,,,,280,464,433,25,0,5,1,6,9,2,4,4,4,2,578
,,,,237,80,67,251,3,8,1,15,17,3,2,3,2,4,156
,,,,572,141,118,168,0,7,3,12,13,1,2,3,4,4,549
,,,,341,209,197,299,3,1,3,10,12,4,2,1,3,3,409
,,,,578,189,149,290,1,2,4,10,14,3,1,1,2,1,851
,,,,392,462,420,134,2,0,1,9,12,1,2,4,1,3,101
,,,,566,643,585,35,1,0,4,12,13,2,1,1,3,1,961
,,,,13,141,18,1778,1,6,2,14,18,4,2,1,2,1,516
,,,,537,247,154,706,0,6,1,9,13,2,3,1,1,1,790
,,,,283,188,88,701,3,4,2,20,0,4,3,2,4,3,571
,,,,113,121,59,505,1,7,0,21,1,4,3,3,2,4,898
,,,,280,143,73,569,1,4,0,4,6,1,3,2,3,4,301
,,,,11,213,103,565,0,0,1,3,5,1,1,2,1,3,129
,,,,33,143,54,867,2,8,1,18,22,2,1,4,1,1,737
,,,,405,109,48,525,0,3,1,0,4,4,4,1,3,1,1172
,,,,52,87,45,93,0,7,0,12,14,3,3,1,4,3,1209
,,,,399,191,111,155,0,4,1,8,9,1,1,1,4,1,4
,,,,243,99,82,69,3,5,3,18,19,1,3,4,3,3,513
,,,,248,160,109,14,3,1,1,7,8,3,2,2,4,4,577
,,,,527,101,65,14,0,8,2,16,19,1,3,3,2,4,189
,,,,369,219,196,4,3,6,3,16,17,4,3,4,4,1,391
,,,,397,143,112,67,3,8,1,13,15,3,3,3,4,3,55
,,,,205,107,79,1,2,6,3,8,11,2,3,3,1,2,968
,,,,422,82,37,63,0,3,2,12,15,4,2,3,3,1,955
,,,,127,135,117,0,2,1,0,0,3,4,2,1,4,1,86
,,,,205,80,50,28,3,3,1,11,12,2,3,1,4,3,8
,,,,582,249,198,146,1,2,2,11,13,4,3,1,4,2,870
,,,,306,216,187,43,0,3,1,4,7,1,4,3,3,1,578
,,,,309,62,38,0,0,7,4,23,1,3,3,2,3,2,773
,,,,136,199,182,1,2,0,1,20,23,4,1,3,2,4,930
,,,,644,75,54,60,0,8,1,8,10,2,1,4,1,4,780
,,,,35,69,48,0,3,6,1,16,19,4,1,3,4,3,1085
,,,,351,180,139,122,3,1,2,4,7,3,2,2,4,4,577
,,,,628,149,126,13,2,3,4,10,14,3,1,3,4,4,1247
,,,,221,278,222,12,0,4,0,9,13,1,4,1,1,1,255
,,,,88,100,72,154,3,4,4,11,13,2,2,4,3,3,302
,,,,464,118,100,53,0,2,3,2,3,4,2,3,3,1,170
,,,,404,329,289,86,3,8,4,20,21,4,4,2,1,2,579
,,,,604,437,413,1,1,5,4,16,17,3,2,1,1,4,892
,,,,77,131,105,143,0,3,4,19,23,1,2,4,4,4,839
,,,,467,367,347,1,0,2,2,12,13,4,3,4,3,1,228
,,,,263,193,192,288,1,1,2,21,23,2,4,3,2,1,111
,,,,374,126,131,3,3,0,2,12,13,2,4,4,1,2,1089
,,,,505,254,248,108,1,1,3,10,11,4,1,2,1,1,732
,,,,207,94,98,35,2,6,4,23,2,3,2,4,2,1,723
,,,,318,689,634,30,0,4,1,19,20,2,3,2,2,1,956
,,,,254,163,129,33,1,7,0,6,9,1,3,4,2,4,522
,,,,613,225,221,166,2,3,0,1,5,3,1,4,3,3,612
,,,,257,538,495,236,0,5,0,0,1,1,4,3,2,3,201
,,,,462,313,265,100,0,6,1,20,23,4,1,3,2,4,827
,,,,415,166,114,111,3,7,2,3,5,1,2,2,3,4,1113
,,,,59,59,53,204,2,5,1,14,15,3,2,2,1,2,475
,,,,72,158,88,59,1,2,2,10,13,1,4,3,1,1,881
,,,,682,132,130,12,2,8,2,11,12,3,2,1,4,1,903
,,,,413,232,158,560,3,7,3,7,9,2,4,3,3,4,999
,,,,368,153,77,643,1,7,4,20,0,1,3,2,1,4,820
,,,,11,144,52,1290,2,4,1,19,23,3,2,3,3,1,525
,,,,492,237,148,414,0,6,3,0,3,4,3,2,1,4,1001
,,,,90,281,182,426,3,5,0,13,14,3,1,2,1,4,62
,,,,286,75,23,298,1,2,4,23,2,3,4,2,3,3,926
,,,,111,212,172,235,0,2,0,4,8,3,3,4,2,4,121
,,,,170,120,62,344,1,4,3,5,8,4,3,4,2,2,758
,,,,579,137,112,251,2,4,0,21,1,2,4,1,3,1,393
,,,,16,151,102,206,0,6,3,2,3,3,3,2,4,3,272
,,,,32,202,148,216,1,4,2,19,21,3,3,1,3,1,467
,,,,547,354,264,253,1,0,3,13,15,2,4,4,4,4,320
,,,,578,78,46,213,0,6,2,11,13,4,3,4,4,3,1108
,,,,382,333,311,3,2,0,4,16,20,3,2,2,3,2,749
,,,,680,348,304,91,2,1,4,23,2,2,4,1,2,4,59
,,,,236,39,24,84,1,3,2,7,9,4,3,2,4,1,86
,,,,693,182,188,5,0,0,3,0,2,4,2,2,4,3,70
,,,,80,173,117,62,2,1,4,16,20,1,3,2,3,1,830
,,,,38,94,82,10,0,7,2,6,10,3,1,2,3,3,529
,,,,690,35,21,1,0,1,0,1,4,4,1,1,1,1,506
,,,,612,77,49,68,2,6,0,17,20,1,4,3,1,1,1076
,,,,85,158,120,36,0,7,3,14,18,4,2,3,1,3,1054
,,,,193,86,62,1,3,8,2,22,2,1,3,4,3,1,593
,,,,369,92,77,135,3,2,0,16,18,4,3,4,2,3,205
,,,,13,94,57,0,1,8,3,8,9,2,3,1,1,4,208
,,,,198,196,156,172,1,1,4,11,12,3,1,4,2,4,42
,,,,343,100,61,15,2,6,4,22,23,3,2,1,4,1,735
,,,,382,131,90,74,2,5,2,12,14,4,1,1,3,1,766
,,,,472,216,171,935,3,8,0,11,13,1,3,2,1,2,958
,,,,63,126,83,953,0,2,0,21,22,1,1,2,4,1,92
,,,,264,295,247,1007,3,3,3,7,11,3,2,3,1,1,979
,,,,75,127,82,968,3,2,1,7,10,4,2,1,3,2,1028
,,,,356,461,403,954,0,8,0,16,19,3,1,2,3,2,1027
,,,,7,276,191,800,2,0,1,10,11,1,1,4,1,1,737
,,,,591,400,369,885,3,8,0,20,22,2,4,3,1,3,994
,,,,682,391,324,1030,3,5,2,14,18,3,3,3,4,4,29
,,,,364,548,501,895,2,4,1,18,22,3,1,1,2,4,139
,,,,36,118,68,1106,1,4,2,15,18,2,4,4,1,3,630
,,,,339,1033,996,793,1,6,2,11,13,4,3,1,2,3,1000
,,,,409,185,163,109,2,4,3,1,2,3,4,1,2,1,637
,,,,178,274,242,278,1,1,2,12,13,4,1,3,1,4,1105
,,,,682,58,54,46,2,7,1,14,17,2,3,1,1,2,138
,,,,526,123,125,19,0,0,0,15,19,1,4,1,1,2,45
,,,,628,499,487,122,3,5,4,4,8,2,2,4,4,4,397
,,,,625,276,244,64,3,6,0,15,17,4,3,4,3,2,591
,,,,232,354,316,71,2,2,0,13,16,4,3,1,3,1,774
,,,,456,79,65,0,0,7,2,19,23,2,1,3,4,2,1165
,,,,582,148,149,8,3,3,3,0,2,4,2,3,4,3,133
,,,,310,251,251,0,3,5,4,10,11,2,2,1,2,2,413
,,,,214,218,199,104,1,7,4,11,15,3,3,2,4,1,647
,,,,231,245,188,33,0,1,0,20,23,1,4,3,4,3,592
,,,,138,308,298,71,3,0,0,4,5,1,2,4,1,3,304
,,,,6,367,343,209,3,7,4,5,7,4,3,4,3,2,109
,,,,213,104,68,239,1,5,3,4,7,1,2,2,3,3,1087
,,,,534,98,42,477,2,0,0,12,13,2,4,2,4,1,194
,,,,259,145,91,200,2,2,1,21,22,1,3,2,3,1,596
,,,,173,243,197,242,2,1,4,3,6,1,2,3,4,4,166
,,,,544,255,204,253,3,8,4,13,14,3,4,1,3,1,714
,,,,663,58,24,253,3,3,2,22,1,4,3,1,1,3,309
,,,,274,123,68,314,0,8,3,21,22,2,2,1,3,3,1011
,,,,79,80,55,204,0,8,0,18,19,4,4,3,2,1,56
,,,,381,62,19,227,1,6,4,18,20,3,2,2,4,3,1140
,,,,135,65,22,433,0,7,3,2,5,3,4,2,3,3,357
,,,,256,159,122,215,3,7,2,15,19,2,2,2,3,3,1135
,,,,441,76,31,216,1,0,2,17,19,1,2,4,1,1,755
,,,,231,209,183,20,0,5,2,3,7,3,2,1,1,1,404
,,,,36,209,186,82,1,8,4,23,0,3,2,3,4,3,279
,,,,43,58,33,0,3,7,3,9,12,1,2,1,4,2,769
,,,,172,32,18,124,1,6,0,5,9,3,1,3,1,4,925
,,,,7,129,118,42,0,1,3,15,18,3,3,3,2,1,875
,,,,313,175,153,9,0,8,2,7,11,4,4,3,3,3,134
,,,,598,167,136,48,2,8,3,10,13,1,3,1,1,1,246
,,,,659,171,142,55,0,4,2,8,9,2,3,4,3,2,389
,,,,595,69,53,20,2,0,3,8,11,1,2,2,4,3,11
,,,,359,212,186,47,1,0,0,3,4,2,4,2,3,3,197
,,,,287,125,97,1,2,6,4,19,21,4,1,3,2,4,816
,,,,442,188,180,19,1,7,0,8,9,3,4,4,1,3,492
,,,,558,91,76,31,1,2,4,5,6,4,1,3,4,4,1080
,,,,489,848,766,1296,3,5,4,4,7,4,1,2,1,3,1103
,,,,159,304,262,888,3,7,0,10,12,1,2,2,2,4,697
,,,,416,447,395,990,3,5,1,8,9,2,2,1,2,2,1049
,,,,18,278,223,827,1,7,4,22,0,3,4,1,1,3,580
,,,,166,470,419,859,2,7,2,2,6,1,1,3,3,1,107
,,,,86,913,866,995,2,8,1,1,4,2,2,2,2,3,795
,,,,501,492,446,842,1,0,1,22,23,3,1,4,1,3,1058
,,,,23,148,90,1113,1,0,4,17,18,3,1,4,4,4,832
,,,,354,366,321,921,3,1,2,5,7,3,2,2,2,3,247
,,,,206,232,182,948,2,2,2,14,16,1,4,2,3,4,622
,,,,192,422,398,789,1,5,1,1,5,4,3,3,3,1,26
,,,,304,319,269,953,0,6,1,10,14,4,4,3,2,3,155
,,,,667,485,442,833,0,4,2,21,22,3,4,1,2,1,460
,,,,218,114,100,237,1,4,1,20,21,2,1,4,2,4,753
,,,,308,165,156,233,3,1,2,21,23,4,2,1,2,1,760
,,,,282,432,430,133,1,4,3,16,18,3,4,1,4,4,505
,,,,445,181,167,84,2,5,3,15,19,4,3,2,4,1,909
,,,,421,77,47,1,0,4,0,15,19,1,3,4,1,2,75
,,,,364,67,57,1,3,6,1,4,6,4,3,2,1,4,245
,,,,246,470,446,197,2,2,4,12,15,3,4,1,1,4,1019
,,,,583,206,151,52,2,8,1,23,1,3,3,2,4,4,196
,,,,390,188,140,67,0,8,1,12,16,3,1,3,4,2,1027
,,,,687,133,124,34,0,1,4,19,23,3,3,3,1,4,449
,,,,149,72,65,306,0,0,3,20,22,1,1,4,4,4,839
,,,,652,115,92,124,3,7,1,4,6,3,1,3,4,4,1094
,,,,270,219,193,1,1,4,0,6,9,2,1,4,4,2,612
,,,,10,220,186,224,2,5,4,23,1,3,4,1,1,1,796
,,,,243,150,119,111,3,5,0,4,6,1,2,3,4,4,159
,,,,361,51,40,1,2,2,3,20,22,2,3,1,4,4,22
,,,,5,75,44,121,1,3,1,21,22,4,1,3,4,1,887
,,,,48,148,119,1,0,1,2,11,13,4,1,1,2,1,598
,,,,425,260,204,175,1,0,0,5,9,3,1,1,1,2,506
,,,,656,282,245,65,2,5,0,21,1,3,2,4,4,3,1023
,,,,87,238,227,0,0,7,0,18,19,3,2,2,2,4,1244
,,,,688,94,72,55,3,2,4,0,3,2,1,4,4,2,82
,,,,45,79,46,1,0,3,4,6,10,2,1,3,1,4,953
,,,,175,290,261,0,1,0,0,20,22,1,3,2,3,4,610
,,,,393,242,211,131,0,4,0,6,8,3,1,1,4,1,915
,,,,141,183,160,137,2,4,2,0,1,2,1,3,4,3,443
,,,,382,66,28,1,2,3,3,0,4,3,4,2,3,3,904
